instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000199997,11.0859,space,11.06639999,,S02PRETR,2025-02-14_09h19.45.334,listening1_tdcs_pre,2024.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,2025-02-14_09h19.45.334,listening1_tdcs_pre,2024.2.2,MacIntel,58.82352941,11.0861,14.9851,k,3.877400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,2025-02-14_09h19.45.334,listening1_tdcs_pre,2024.2.2,MacIntel,58.82352941,,,,,,15.0113,102.0055,l,6.966299995,,0,0,0,0,1,texto1.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,2025-02-14_09h19.45.334,listening1_tdcs_pre,2024.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,102.0065,110.389,j,8.353200005,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,2025-02-14_09h19.45.334,listening1_tdcs_pre,2024.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,110.3892,116.7888,y,6.375599998,,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,2025-02-14_09h19.45.334,listening1_tdcs_pre,2024.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.8019,126.1066,1,1,4.283399994,,0,0,0,0,1,1) ¿Con qué sorprendió Bea al hombre?,1. Su llegada,2. Su ida,3. Su pareja,1,,,,,
,,,,,S02PRETR,2025-02-14_09h19.45.334,listening1_tdcs_pre,2024.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.1089,134.89,1,1,3.751,,0,1,1,1,1,2) ¿Dónde deciden tomar algo?,1. En un bar,2. En un restaurante,3. En un café,1,,,,,
,,,,,S02PRETR,2025-02-14_09h19.45.334,listening1_tdcs_pre,2024.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.8919,143.5734,2,1,3.636599998,,0,2,2,2,1,3) ¿Cuál es la noticia sobre Ana?,1. Hará una fiesta,2. Se casará,3. Tiene un novio en México,2,,,,,
,,,,,S02PRETR,2025-02-14_09h19.45.334,listening1_tdcs_pre,2024.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.576,151.9569,2,0,3.344199997,,0,3,3,3,1,4) ¿Hace cuánto que sale Ana con su novio?,1. Seis meses,2. Un año y medio,3. Doce meses,3,,,,,
,,,,,S02PRETR,2025-02-14_09h19.45.334,listening1_tdcs_pre,2024.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.959,168.4911,3,0,11.48660001,0.011099998,0,4,4,4,1,5) ¿Qué hace que el hombre no pueda ir a la boda?,1. Motivos financieros y psicológicos,2. Motivos psicológicos y románticos,3. Motivos románticos y financieros,1,,,,,
,,,,,S02PRETR,2025-02-14_09h19.45.334,listening1_tdcs_pre,2024.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.4916,171.7244,space,1.702,
