instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000199997,5.527400002,space,5.5045,,SO1postsh,2024-11-08_12h37.05.339,listening2_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1postsh,2024-11-08_12h37.05.339,listening2_tdcs_post,2024.2.2,MacIntel,58.47953216,5.527799995,7.843,k,2.288099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1postsh,2024-11-08_12h37.05.339,listening2_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,7.862099998,186.9992,l,99.1203,,0,0,0,0,1,texto2.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1postsh,2024-11-08_12h37.05.339,listening2_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,187,189.2826,j,2.257600006,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1postsh,2024-11-08_12h37.05.339,listening2_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,189.2828,192.5003,y,3.187800003,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1postsh,2024-11-08_12h37.05.339,listening2_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.5105,199.6673,3,0,2.1345,,0,0,0,0,1,1) ¿Cuánto tiempo ha vivido Juli en España?,1. Dos años,2. Trece años,3. Tres años,2,,,,,
,,,,,SO1postsh,2024-11-08_12h37.05.339,listening2_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.6694,212.4009,2,0,7.688400002,,0,1,1,1,1,2) ¿En dónde vivían inicialmente Juli y su familia?,1. Caravanas,2. Hostales,3. Hoteles,1,,,,,
,,,,,SO1postsh,2024-11-08_12h37.05.339,listening2_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.4033,224.6172,1,0,7.173600006,,0,2,2,2,1,3) ¿De qué trabajan Juli y su esposo?,1. Rescatistas de montaña,2. Instructores de esquí,3. Guías turísticos de montaña,2,,,,,
,,,,,SO1postsh,2024-11-08_12h37.05.339,listening2_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.6196,231.3682,1,1,1.725,,0,3,3,3,1,4) ¿Cómo describe Juli el esquí?,1. Una forma de meditación,2. Solo un poco más difícil que caminar,3. Como volar,1,,,,,
,,,,,SO1postsh,2024-11-08_12h37.05.339,listening2_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.3708,240.1518,2,0,3.742700005,,0,4,4,4,1,5) ¿Qué pasatiempo tiene Juli?,1. Tejer,2. Dibujar,3. Bordar,1,,,,,
,,,,,SO1postsh,2024-11-08_12h37.05.339,listening2_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.1522,242.6353,space,0.961599998,
