instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000300003,12.4115,space,12.3937,,A05POSTSH,2024-10-27_16h57.56.286,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A05POSTSH,2024-10-27_16h57.56.286,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,12.4118,14.1103,k,1.683299995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A05POSTSH,2024-10-27_16h57.56.286,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,14.1318,195.5994,l,101.4477,,0,0,0,0,1,texto2.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A05POSTSH,2024-10-27_16h57.56.286,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,195.6001,201.3494,j,5.733400002,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A05POSTSH,2024-10-27_16h57.56.286,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,201.3496,206.8153,y,5.437799995,,,,,,,,,,,,,,,,,,,,,,
,,,,,A05POSTSH,2024-10-27_16h57.56.286,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.8246,217.1833,2,1,5.321099998,,0,0,0,0,1,1) ¿Cuánto tiempo ha vivido Juli en España?,1. Dos años,2. Trece años,3. Tres años,2,,,,,
,,,,,A05POSTSH,2024-10-27_16h57.56.286,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.1856,227.8999,1,1,5.671800003,,0,1,1,1,1,2) ¿En dónde vivían inicialmente Juli y su familia?,1. Caravanas,2. Hostales,3. Hoteles,1,,,,,
,,,,,A05POSTSH,2024-10-27_16h57.56.286,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.903,238.2834,2,1,5.349099998,,0,2,2,2,1,3) ¿De qué trabajan Juli y su esposo?,1. Rescatistas de montaña,2. Instructores de esquí,3. Guías turísticos de montaña,2,,,,,
,,,,,A05POSTSH,2024-10-27_16h57.56.286,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.2858,249.5329,1,1,6.215799995,,0,3,3,3,1,4) ¿Cómo describe Juli el esquí?,1. Una forma de meditación,2. Solo un poco más difícil que caminar,3. Como volar,1,,,,,
,,,,,A05POSTSH,2024-10-27_16h57.56.286,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.5354,260.9675,1,1,6.409900002,,0,4,4,4,1,5) ¿Qué pasatiempo tiene Juli?,1. Tejer,2. Dibujar,3. Bordar,1,,,,,
,,,,,A05POSTSH,2024-10-27_16h57.56.286,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.9679,262.5336,space,0.033900002,
