instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000199997,4.973699997,space,4.952,,B05POSTSH,2024-11-07_09h43.26.583,listening2_tdcs_post,2024.2.2,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B05POSTSH,2024-11-07_09h43.26.583,listening2_tdcs_post,2024.2.2,MacIntel,56.49717514,4.974099998,7.239,k,2.237099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B05POSTSH,2024-11-07_09h43.26.583,listening2_tdcs_post,2024.2.2,MacIntel,56.49717514,,,,,,7.263099998,187.7466,l,100.4553,,0,0,0,0,1,texto2.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B05POSTSH,2024-11-07_09h43.26.583,listening2_tdcs_post,2024.2.2,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,187.7474,192.3131,j,4.539,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B05POSTSH,2024-11-07_09h43.26.583,listening2_tdcs_post,2024.2.2,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,,,192.3133,196.7633,y,4.4325,,,,,,,,,,,,,,,,,,,,,,
,,,,,B05POSTSH,2024-11-07_09h43.26.583,listening2_tdcs_post,2024.2.2,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.7724,208.1636,2,1,6.356,,0,0,0,0,1,1) ¿Cuánto tiempo ha vivido Juli en España?,1. Dos años,2. Trece años,3. Tres años,2,,,,,
,,,,,B05POSTSH,2024-11-07_09h43.26.583,listening2_tdcs_post,2024.2.2,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.1667,223.2971,1,1,10.0898,,0,1,1,1,1,2) ¿En dónde vivían inicialmente Juli y su familia?,1. Caravanas,2. Hostales,3. Hoteles,1,,,,,
,,,,,B05POSTSH,2024-11-07_09h43.26.583,listening2_tdcs_post,2024.2.2,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.3001,235.1464,3,0,6.804,,0,2,2,2,1,3) ¿De qué trabajan Juli y su esposo?,1. Rescatistas de montaña,2. Instructores de esquí,3. Guías turísticos de montaña,2,,,,,
,,,,,B05POSTSH,2024-11-07_09h43.26.583,listening2_tdcs_post,2024.2.2,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.1494,243.0976,1,1,2.921400002,,0,3,3,3,1,4) ¿Cómo describe Juli el esquí?,1. Una forma de meditación,2. Solo un poco más difícil que caminar,3. Como volar,1,,,,,
,,,,,B05POSTSH,2024-11-07_09h43.26.583,listening2_tdcs_post,2024.2.2,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0997,252.3483,3,0,4.205599998,,0,4,4,4,1,5) ¿Qué pasatiempo tiene Juli?,1. Tejer,2. Dibujar,3. Bordar,1,,,,,
,,,,,B05POSTSH,2024-11-07_09h43.26.583,listening2_tdcs_post,2024.2.2,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.3487,254.7154,space,0.845300003,
