instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
9.99985E-05,10.6773,space,10.6652,,A06PRESH,2024-10-22_16h27.42.092,listening1_tdcs_pre,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A06PRESH,2024-10-22_16h27.42.092,listening1_tdcs_pre,2024.2.2,MacIntel,63.69426752,10.6774,14.9943,k,4.300900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A06PRESH,2024-10-22_16h27.42.092,listening1_tdcs_pre,2024.2.2,MacIntel,63.69426752,,,,,,15.0115,103.1142,l,8.088599998,,0,0,0,0,1,texto1.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A06PRESH,2024-10-22_16h27.42.092,listening1_tdcs_pre,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,103.115,110.2145,j,7.072099998,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A06PRESH,2024-10-22_16h27.42.092,listening1_tdcs_pre,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,110.2148,116.0809,y,5.834800003,,,,,,,,,,,,,,,,,,,,,,
,,,,,A06PRESH,2024-10-22_16h27.42.092,listening1_tdcs_pre,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0955,131.3988,3,0,10.2837,,0,0,0,0,1,1) ¿Con qué sorprendió Bea al hombre?,1. Su llegada,2. Su ida,3. Su pareja,1,,,,,
,,,,,A06PRESH,2024-10-22_16h27.42.092,listening1_tdcs_pre,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.4017,140.1486,3,0,3.7155,,0,1,1,1,1,2) ¿Dónde deciden tomar algo?,1. En un bar,2. En un restaurante,3. En un café,1,,,,,
,,,,,A06PRESH,2024-10-22_16h27.42.092,listening1_tdcs_pre,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.1509,150.0155,3,0,4.833400002,,0,2,2,2,1,3) ¿Cuál es la noticia sobre Ana?,1. Hará una fiesta,2. Se casará,3. Tiene un novio en México,2,,,,,
,,,,,A06PRESH,2024-10-22_16h27.42.092,listening1_tdcs_pre,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0181,168.1657,3,1,13.1177,,0,3,3,3,1,4) ¿Hace cuánto que sale Ana con su novio?,1. Seis meses,2. Un año y medio,3. Doce meses,3,,,,,
,,,,,A06PRESH,2024-10-22_16h27.42.092,listening1_tdcs_pre,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.1685,180.5668,3,0,7.357799995,,0,4,4,4,1,5) ¿Qué hace que el hombre no pueda ir a la boda?,1. Motivos financieros y psicológicos,2. Motivos psicológicos y románticos,3. Motivos románticos y financieros,1,,,,,
,,,,,A06PRESH,2024-10-22_16h27.42.092,listening1_tdcs_pre,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.5673,183.9173,space,1.819300003,
