instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000300003,10.2911,space,10.2798,,SO1PRESH,2024-10-28_15h57.44.172,listening1_tdcs_pre,2024.2.2,MacIntel,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1PRESH,2024-10-28_15h57.44.172,listening1_tdcs_pre,2024.2.2,MacIntel,60.97560976,10.2915,12.2732,k,1.958099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1PRESH,2024-10-28_15h57.44.172,listening1_tdcs_pre,2024.2.2,MacIntel,60.97560976,,,,,,12.2926,99.1419,l,6.819400002,,0,0,0,0,1,texto1.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1PRESH,2024-10-28_15h57.44.172,listening1_tdcs_pre,2024.2.2,MacIntel,60.97560976,,,,,,,,,,,,,,,,,,99.1428,102.0596,j,2.887699997,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1PRESH,2024-10-28_15h57.44.172,listening1_tdcs_pre,2024.2.2,MacIntel,60.97560976,,,,,,,,,,,,,,,,,,,,,,,102.0598,108.6596,y,6.575,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1PRESH,2024-10-28_15h57.44.172,listening1_tdcs_pre,2024.2.2,MacIntel,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.6689,119.7437,1,1,6.050100006,,0,0,0,0,1,1) ¿Con qué sorprendió Bea al hombre?,1. Su llegada,2. Su ida,3. Su pareja,1,,,,,
,,,,,SO1PRESH,2024-10-28_15h57.44.172,listening1_tdcs_pre,2024.2.2,MacIntel,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.7462,124.8937,2,0,0.118099998,,0,1,1,1,1,2) ¿Dónde deciden tomar algo?,1. En un bar,2. En un restaurante,3. En un café,1,,,,,
,,,,,SO1PRESH,2024-10-28_15h57.44.172,listening1_tdcs_pre,2024.2.2,MacIntel,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.8961,139.0939,3,0,9.156699997,,0,2,2,2,1,3) ¿Cuál es la noticia sobre Ana?,1. Hará una fiesta,2. Se casará,3. Tiene un novio en México,2,,,,,
,,,,,SO1PRESH,2024-10-28_15h57.44.172,listening1_tdcs_pre,2024.2.2,MacIntel,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0969,148.0608,2,0,3.933199997,,0,3,3,3,1,4) ¿Hace cuánto que sale Ana con su novio?,1. Seis meses,2. Un año y medio,3. Doce meses,3,,,,,
,,,,,SO1PRESH,2024-10-28_15h57.44.172,listening1_tdcs_pre,2024.2.2,MacIntel,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0636,158.378,1,1,5.273,,0,4,4,4,1,5) ¿Qué hace que el hombre no pueda ir a la boda?,1. Motivos financieros y psicológicos,2. Motivos psicológicos y románticos,3. Motivos románticos y financieros,1,,,,,
,,,,,SO1PRESH,2024-10-28_15h57.44.172,listening1_tdcs_pre,2024.2.2,MacIntel,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.3784,161.161,space,1.248900002,
