instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000199997,3.257400002,space,3.235599998,,B05POSTSH,2024-11-07_09h48.11.666,listening1_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B05POSTSH,2024-11-07_09h48.11.666,listening1_tdcs_post,2024.2.2,MacIntel,58.47953216,3.257799995,4.357099998,k,1.070599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B05POSTSH,2024-11-07_09h48.11.666,listening1_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,4.381400002,93.7094,l,9.3,,0,0,0,0,1,texto1.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B05POSTSH,2024-11-07_09h48.11.666,listening1_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,93.7101,96.077,j,2.343799995,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B05POSTSH,2024-11-07_09h48.11.666,listening1_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,96.0773,99.3606,y,3.2645,,,,,,,,,,,,,,,,,,,,,,
,,,,,B05POSTSH,2024-11-07_09h48.11.666,listening1_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3748,108.5107,3,0,4.106,,0,0,0,0,1,1) ¿Con qué sorprendió Bea al hombre?,1. Su llegada,2. Su ida,3. Su pareja,1,,,,,
,,,,,B05POSTSH,2024-11-07_09h48.11.666,listening1_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.5134,121.911,3,0,8.360099998,,0,1,1,1,1,2) ¿Dónde deciden tomar algo?,1. En un bar,2. En un restaurante,3. En un café,1,,,,,
,,,,,B05POSTSH,2024-11-07_09h48.11.666,listening1_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.9141,133.0948,2,1,6.150199997,,0,2,2,2,1,3) ¿Cuál es la noticia sobre Ana?,1. Hará una fiesta,2. Se casará,3. Tiene un novio en México,2,,,,,
,,,,,B05POSTSH,2024-11-07_09h48.11.666,listening1_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0975,145.5284,2,0,7.399200005,,0,3,3,3,1,4) ¿Hace cuánto que sale Ana con su novio?,1. Seis meses,2. Un año y medio,3. Doce meses,3,,,,,
,,,,,B05POSTSH,2024-11-07_09h48.11.666,listening1_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.531,160.9289,3,0,10.3583,,0,4,4,4,1,5) ¿Qué hace que el hombre no pueda ir a la boda?,1. Motivos financieros y psicológicos,2. Motivos psicológicos y románticos,3. Motiivos románticos y financieros,1,,,,,
,,,,,B05POSTSH,2024-11-07_09h48.11.666,listening1_tdcs_post,2024.2.2,MacIntel,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.9292,163.3458,space,0.881699997,
