instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000199997,4.223,space,4.1975,,SO1postsh,2024-11-08_12h41.31.635,listening1_tdcs_post,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1postsh,2024-11-08_12h41.31.635,listening1_tdcs_post,2024.2.2,MacIntel,61.34969325,4.223299995,5.388900002,k,1.137100006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1postsh,2024-11-08_12h41.31.635,listening1_tdcs_post,2024.2.2,MacIntel,61.34969325,,,,,,5.411299995,92.7255,l,7.294800003,,0,0,0,0,1,texto1.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1postsh,2024-11-08_12h41.31.635,listening1_tdcs_post,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,92.7263,94.2756,j,1.527599998,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1postsh,2024-11-08_12h41.31.635,listening1_tdcs_post,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,94.2757,95.759,y,1.464600006,,,,,,,,,,,,,,,,,,,,,,
,,,,,SO1postsh,2024-11-08_12h41.31.635,listening1_tdcs_post,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7683,105.6596,3,0,4.8545,,0,0,0,0,1,1) ¿Con qué sorprendió Bea al hombre?,1. Su llegada,2. Su ida,3. Su pareja,1,,,,,
,,,,,SO1postsh,2024-11-08_12h41.31.635,listening1_tdcs_post,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6628,114.8259,1,1,4.124,,0,1,1,1,1,2) ¿Dónde deciden tomar algo?,1. En un bar,2. En un restaurante,3. En un café,1,,,,,
,,,,,SO1postsh,2024-11-08_12h41.31.635,listening1_tdcs_post,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.8283,123.3597,2,1,3.490599998,,0,2,2,2,1,3) ¿Cuál es la noticia sobre Ana?,1. Hará una fiesta,2. Se casará,3. Tiene un novio en México,2,,,,,
,,,,,SO1postsh,2024-11-08_12h41.31.635,listening1_tdcs_post,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.3626,132.6756,1,0,4.275699997,,0,3,3,3,1,4) ¿Hace cuánto que sale Ana con su novio?,1. Seis meses,2. Un año y medio,3. Doce meses,3,,,,,
,,,,,SO1postsh,2024-11-08_12h41.31.635,listening1_tdcs_post,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.678,148.2772,3,0,10.5759,,0,4,4,4,1,5) ¿Qué hace que el hombre no pueda ir a la boda?,1. Motivos financieros y psicológicos,2. Motivos psicológicos y románticos,3. Motiivos románticos y financieros,1,,,,,
,,,,,SO1postsh,2024-11-08_12h41.31.635,listening1_tdcs_post,2024.2.2,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.2777,151.01,space,1.200300003,
