instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000300003,5.907,space,5.885199997,,B06Postsh,2024-11-13_19h04.47.723,listening1_tdcs_post,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B06Postsh,2024-11-13_19h04.47.723,listening1_tdcs_post,2024.2.2,MacIntel,64.1025641,5.907400002,7.272900002,k,1.348099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B06Postsh,2024-11-13_19h04.47.723,listening1_tdcs_post,2024.2.2,MacIntel,64.1025641,,,,,,7.295,96.4765,l,9.149800003,,0,0,0,0,1,texto1.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B06Postsh,2024-11-13_19h04.47.723,listening1_tdcs_post,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,96.47710001,100.2933,j,3.801,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B06Postsh,2024-11-13_19h04.47.723,listening1_tdcs_post,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,100.2935,101.6434,y,1.319,,,,,,,,,,,,,,,,,,,,,,
,,,,,B06Postsh,2024-11-13_19h04.47.723,listening1_tdcs_post,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6519,112.8274,1,1,6.138900002,,0,0,0,0,1,1) ¿Con qué sorprendió Bea al hombre?,1. Su llegada,2. Su ida,3. Su pareja,1,,,,,
,,,,,B06Postsh,2024-11-13_19h04.47.723,listening1_tdcs_post,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.8304,119.527,3,0,1.657600006,,0,1,1,1,1,2) ¿Dónde deciden tomar algo?,1. En un bar,2. En un restaurante,3. En un café,1,,,,,
,,,,,B06Postsh,2024-11-13_19h04.47.723,listening1_tdcs_post,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.53,128.6263,3,0,4.054,,0,2,2,2,1,3) ¿Cuál es la noticia sobre Ana?,1. Hará una fiesta,2. Se casará,3. Tiene un novio en México,2,,,,,
,,,,,B06Postsh,2024-11-13_19h04.47.723,listening1_tdcs_post,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.6287,142.8613,2,0,9.217599998,,0,3,3,3,1,4) ¿Hace cuánto que sale Ana con su novio?,1. Seis meses,2. Un año y medio,3. Doce meses,3,,,,,
,,,,,B06Postsh,2024-11-13_19h04.47.723,listening1_tdcs_post,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.8638,153.8784,3,0,5.974300003,,0,4,4,4,1,5) ¿Qué hace que el hombre no pueda ir a la boda?,1. Motivos financieros y psicológicos,2. Motivos psicológicos y románticos,3. Motiivos románticos y financieros,1,,,,,
,,,,,B06Postsh,2024-11-13_19h04.47.723,listening1_tdcs_post,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.8788,156.762,space,1.351799995,
