instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000299995,4.755599998,space,4.744100006,,A09PRETR,2025-02-04_12h29.57.334,listening2_tdcs_pre,2024.2.2,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A09PRETR,2025-02-04_12h29.57.334,listening2_tdcs_pre,2024.2.2,MacIntel,60.60606061,4.755900002,7.055599998,k,2.2825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A09PRETR,2025-02-04_12h29.57.334,listening2_tdcs_pre,2024.2.2,MacIntel,60.60606061,,,,,,7.073299995,187.2794,l,100.1873,,0,0,0,0,1,texto2.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A09PRETR,2025-02-04_12h29.57.334,listening2_tdcs_pre,2024.2.2,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,187.2804,189.6123,j,2.315800003,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A09PRETR,2025-02-04_12h29.57.334,listening2_tdcs_pre,2024.2.2,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,189.6124,191.7459,y,2.112900002,,,,,,,,,,,,,,,,,,,,,,
,,,,,A09PRETR,2025-02-04_12h29.57.334,listening2_tdcs_pre,2024.2.2,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.7548,200.2465,2,1,3.452899994,,0,0,0,0,1,1) ¿Cuánto tiempo ha vivido Juli en España?,1. Dos años,2. Trece años,3. Tres años,2,,,,,
,,,,,A09PRETR,2025-02-04_12h29.57.334,listening2_tdcs_pre,2024.2.2,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.2488,210.0298,1,1,4.751,,0,1,1,1,1,2) ¿En dónde vivían inicialmente Juli y su familia?,1. Caravanas,2. Hostales,3. Hoteles,1,,,,,
,,,,,A09PRETR,2025-02-04_12h29.57.334,listening2_tdcs_pre,2024.2.2,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0323,228.6303,2,1,13.5547,,0,2,2,2,1,3) ¿De qué trabajan Juli y su esposo?,1. Rescatistas de montaña,2. Instructores de esquí,3. Guías turísticos de montaña,2,,,,,
,,,,,A09PRETR,2025-02-04_12h29.57.334,listening2_tdcs_pre,2024.2.2,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.6328,241.4307,1,1,7.760700005,,0,3,3,3,1,4) ¿Cómo describe Juli el esquí?,1. Una forma de meditación,2. Solo un poco más difícil que caminar,3. Como volar,1,,,,,
,,,,,A09PRETR,2025-02-04_12h29.57.334,listening2_tdcs_pre,2024.2.2,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.4329,255.9978,3,0,9.532400002,,0,4,4,4,1,5) ¿Qué pasatiempo tiene Juli?,1. Tejer,2. Dibujar,3. Bordar,1,,,,,
,,,,,A09PRETR,2025-02-04_12h29.57.334,listening2_tdcs_pre,2024.2.2,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.998,258.265,space,0.746400002,
