instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
9.99985E-05,9.310299995,space,9.283900002,,B11PRETR,2025-02-14_12h45.21.526,listening2_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B11PRETR,2025-02-14_12h45.21.526,listening2_tdcs_pre,2024.2.2,MacIntel,60.24096386,9.310799995,10.5439,k,1.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B11PRETR,2025-02-14_12h45.21.526,listening2_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,10.5662,189.0502,l,98.4594,,0,0,0,0,1,texto2.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B11PRETR,2025-02-14_12h45.21.526,listening2_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,189.0509,191.9337,j,2.856,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B11PRETR,2025-02-14_12h45.21.526,listening2_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,191.9339,194.3501,y,2.396100006,,,,,,,,,,,,,,,,,,,,,,
,,,,,B11PRETR,2025-02-14_12h45.21.526,listening2_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.359,201.3341,3,0,1.948299995,,0,0,0,0,1,1) ¿Cuánto tiempo ha vivido Juli en España?,1. Dos años,2. Trece años,3. Tres años,2,,,,,
,,,,,B11PRETR,2025-02-14_12h45.21.526,listening2_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.3365,216.4844,2,0,10.1082,,0,1,1,1,1,2) ¿En dónde vivían inicialmente Juli y su familia?,1. Caravanas,2. Hostales,3. Hoteles,1,,,,,
,,,,,B11PRETR,2025-02-14_12h45.21.526,listening2_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.4877,227.7846,3,0,6.2545,,0,2,2,2,1,3) ¿De qué trabajan Juli y su esposo?,1. Rescatistas de montaña,2. Instructores de esquí,3. Guías turísticos de montaña,2,,,,,
,,,,,B11PRETR,2025-02-14_12h45.21.526,listening2_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.7871,234.2515,1,1,1.432099998,,0,3,3,3,1,4) ¿Cómo describe Juli el esquí?,1. Una forma de meditación,2. Solo un poco más difícil que caminar,3. Como volar,1,,,,,
,,,,,B11PRETR,2025-02-14_12h45.21.526,listening2_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.2536,241.6683,2,0,2.383400002,,0,4,4,4,1,5) ¿Qué pasatiempo tiene Juli?,1. Tejer,2. Dibujar,3. Bordar,1,,,,,
,,,,,B11PRETR,2025-02-14_12h45.21.526,listening2_tdcs_pre,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.6687,244.9021,space,1.711900002,
