instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000200005,15.6933,space,15.6827,,B10PRETR,2025-02-10_13h00.37.126,listening2_tdcs_pre,2024.2.2,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B10PRETR,2025-02-10_13h00.37.126,listening2_tdcs_pre,2024.2.2,MacIntel,56.81818182,15.6937,17.5927,k,1.878699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B10PRETR,2025-02-10_13h00.37.126,listening2_tdcs_pre,2024.2.2,MacIntel,56.81818182,,,,,,17.62210001,196.8824,l,99.2478,,0,0,0,0,1,texto2.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B10PRETR,2025-02-10_13h00.37.126,listening2_tdcs_pre,2024.2.2,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,196.8832,200.0984,j,3.194099998,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B10PRETR,2025-02-10_13h00.37.126,listening2_tdcs_pre,2024.2.2,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,,200.0986,201.9487,y,1.8205,,,,,,,,,,,,,,,,,,,,,,
,,,,,B10PRETR,2025-02-10_13h00.37.126,listening2_tdcs_pre,2024.2.2,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.9617,210.2165,3,0,3.225400002,,0,0,0,0,1,1) ¿Cuánto tiempo ha vivido Juli en España?,1. Dos años,2. Trece años,3. Tres años,2,,,,,
,,,,,B10PRETR,2025-02-10_13h00.37.126,listening2_tdcs_pre,2024.2.2,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.2194,220.2832,2,0,5.022,,0,1,1,1,1,2) ¿En dónde vivían inicialmente Juli y su familia?,1. Caravanas,2. Hostales,3. Hoteles,1,,,,,
,,,,,B10PRETR,2025-02-10_13h00.37.126,listening2_tdcs_pre,2024.2.2,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.2863,232.45,1,0,7.122900002,,0,2,2,2,1,3) ¿De qué trabajan Juli y su esposo?,1. Rescatistas de montaña,2. Instructores de esquí,3. Guías turísticos de montaña,2,,,,,
,,,,,B10PRETR,2025-02-10_13h00.37.126,listening2_tdcs_pre,2024.2.2,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.4526,246.884,1,1,9.4,,0,3,3,3,1,4) ¿Cómo describe Juli el esquí?,1. Una forma de meditación,2. Solo un poco más difícil que caminar,3. Como volar,1,,,,,
,,,,,B10PRETR,2025-02-10_13h00.37.126,listening2_tdcs_pre,2024.2.2,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.8861,259.301,2,0,7.373699997,,0,4,4,4,1,5) ¿Qué pasatiempo tiene Juli?,1. Tejer,2. Dibujar,3. Bordar,1,,,,,
,,,,,B10PRETR,2025-02-10_13h00.37.126,listening2_tdcs_pre,2024.2.2,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.3013,261.6842,space,0.859699997,
