instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000200005,7.676,space,7.654700005,,S02PRETR,2025-02-14_09h23.09.896,listening2_tdcs_pre,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,2025-02-14_09h23.09.896,listening2_tdcs_pre,2024.2.2,MacIntel,64.1025641,7.676300003,9.291800003,k,1.588799995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,2025-02-14_09h23.09.896,listening2_tdcs_pre,2024.2.2,MacIntel,64.1025641,,,,,,9.308099998,189.132,l,99.8017,,0,0,0,0,1,texto2.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,2025-02-14_09h23.09.896,listening2_tdcs_pre,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,189.1328,194.4653,j,5.304200005,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,2025-02-14_09h23.09.896,listening2_tdcs_pre,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,194.4655,198.9656,y,4.470300003,,,,,,,,,,,,,,,,,,,,,,
,,,,,S02PRETR,2025-02-14_09h23.09.896,listening2_tdcs_pre,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.9742,207.0149,2,1,3.002199997,,0,0,0,0,1,1) ¿Cuánto tiempo ha vivido Juli en España?,1. Dos años,2. Trece años,3. Tres años,2,,,,,
,,,,,S02PRETR,2025-02-14_09h23.09.896,listening2_tdcs_pre,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0174,217.1993,1,1,5.156200005,,0,1,1,1,1,2) ¿En dónde vivían inicialmente Juli y su familia?,1. Caravanas,2. Hostales,3. Hoteles,1,,,,,
,,,,,S02PRETR,2025-02-14_09h23.09.896,listening2_tdcs_pre,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.2017,227.5831,2,1,5.350199997,,0,2,2,2,1,3) ¿De qué trabajan Juli y su esposo?,1. Rescatistas de montaña,2. Instructores de esquí,3. Guías turísticos de montaña,2,,,,,
,,,,,S02PRETR,2025-02-14_09h23.09.896,listening2_tdcs_pre,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5854,239.2502,1,1,6.631200005,,0,3,3,3,1,4) ¿Cómo describe Juli el esquí?,1. Una forma de meditación,2. Solo un poco más difícil que caminar,3. Como volar,1,,,,,
,,,,,S02PRETR,2025-02-14_09h23.09.896,listening2_tdcs_pre,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.2526,246.3334,1,1,2.050300003,,0,4,4,4,1,5) ¿Qué pasatiempo tiene Juli?,1. Tejer,2. Dibujar,3. Bordar,1,,,,,
,,,,,S02PRETR,2025-02-14_09h23.09.896,listening2_tdcs_pre,2024.2.2,MacIntel,64.1025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.3337,249.3338,space,1.477599998,
