instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000199997,2.067,space,2.043599998,,A10POSTTR,2025-02-17_10h18.06.265,listening1_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A10POSTTR,2025-02-17_10h18.06.265,listening1_tdcs_post,2024.2.2,MacIntel,63.69426752,2.067400002,3.366699997,k,1.270099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A10POSTTR,2025-02-17_10h18.06.265,listening1_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,3.385300003,91.0529,l,7.651599998,,0,0,0,0,1,texto1.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A10POSTTR,2025-02-17_10h18.06.265,listening1_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,91.0538,93.4191,j,2.350400002,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A10POSTTR,2025-02-17_10h18.06.265,listening1_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,93.4193,95.103,y,1.654400002,,,,,,,,,,,,,,,,,,,,,,
,,,,,A10POSTTR,2025-02-17_10h18.06.265,listening1_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1118,106.3525,3,1,6.204799995,,0,0,0,0,1,1) ¿Con qué sorprendió Bea al hombre?,1. Su llegada,2. Su ida,3. Su pareja,1,,,,,
,,,,,A10POSTTR,2025-02-17_10h18.06.265,listening1_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3544,113.3701,3,1,1.998400002,,0,1,1,1,1,2) ¿Dónde deciden tomar algo?,1. En un bar,2. En un restaurante,3. En un café,1,,,,,
,,,,,A10POSTTR,2025-02-17_10h18.06.265,listening1_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.3727,121.2537,3,1,2.850199997,,0,2,2,2,1,3) ¿Cuál es la noticia sobre Ana?,1. Hará una fiesta,2. Se casará,3. Tiene un novio en México,2,,,,,
,,,,,A10POSTTR,2025-02-17_10h18.06.265,listening1_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.2566,128.887,2,0,2.588599998,,0,3,3,3,1,4) ¿Hace cuánto que sale Ana con su novio?,1. Seis meses,2. Un año y medio,3. Doce meses,3,,,,,
,,,,,A10POSTTR,2025-02-17_10h18.06.265,listening1_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.8894,139.9209,3,0,5.989800003,,0,4,4,4,1,5) ¿Qué hace que el hombre no pueda ir a la boda?,1. Motivos financieros y psicológicos,2. Motivos psicológicos y románticos,3. Motiivos románticos y financieros,1,,,,,
,,,,,A10POSTTR,2025-02-17_10h18.06.265,listening1_tdcs_post,2024.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.9213,141.4715,space,0.017600006,
