instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000199997,3.204300003,space,3.184099998,,J03POSTTR,2025-02-25_17h39.44.690,listening1_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J03POSTTR,2025-02-25_17h39.44.690,listening1_tdcs_post,2024.2.2,MacIntel,59.88023952,3.204800003,8.904099998,k,5.675599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J03POSTTR,2025-02-25_17h39.44.690,listening1_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,8.921,97.5408,l,8.5995,,0,0,0,0,1,texto1.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J03POSTTR,2025-02-25_17h39.44.690,listening1_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,97.5417,98.9406,j,1.377,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J03POSTTR,2025-02-25_17h39.44.690,listening1_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,98.9407,100.8736,y,1.904700005,,,,,,,,,,,,,,,,,,,,,,
,,,,,J03POSTTR,2025-02-25_17h39.44.690,listening1_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8841,114.8243,1,1,8.9055,,0,0,0,0,1,1) ¿Con qué sorprendió Bea al hombre?,1. Su llegada,2. Su ida,3. Su pareja,1,,,,,
,,,,,J03POSTTR,2025-02-25_17h39.44.690,listening1_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.8265,121.3411,3,0,1.484,,0,1,1,1,1,2) ¿Dónde deciden tomar algo?,1. En un bar,2. En un restaurante,3. En un café,1,,,,,
,,,,,J03POSTTR,2025-02-25_17h39.44.690,listening1_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.3436,134.5572,2,1,8.173299995,,0,2,2,2,1,3) ¿Cuál es la noticia sobre Ana?,1. Hará una fiesta,2. Se casará,3. Tiene un novio en México,2,,,,,
,,,,,J03POSTTR,2025-02-25_17h39.44.690,listening1_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.5596,141.7917,3,1,2.187599998,,0,3,3,3,1,4) ¿Hace cuánto que sale Ana con su novio?,1. Seis meses,2. Un año y medio,3. Doce meses,3,,,,,
,,,,,J03POSTTR,2025-02-25_17h39.44.690,listening1_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.794,156.3088,1,1,9.473099998,,0,4,4,4,1,5) ¿Qué hace que el hombre no pueda ir a la boda?,1. Motivos financieros y psicológicos,2. Motivos psicológicos y románticos,3. Motiivos románticos y financieros,1,,,,,
,,,,,J03POSTTR,2025-02-25_17h39.44.690,listening1_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.3091,158.0758,space,0.238099998,
