instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000199997,7.994099998,space,7.9735,,A09POSTTR,2025-02-11_12h44.48.092,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A09POSTTR,2025-02-11_12h44.48.092,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,7.9945,12.4277,k,4.404700005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A09POSTTR,2025-02-11_12h44.48.092,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,12.4584,192.7833,l,100.3026,,0,0,0,0,1,texto2.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A09POSTTR,2025-02-11_12h44.48.092,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,192.7839,196.0501,j,3.251299995,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A09POSTTR,2025-02-11_12h44.48.092,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,196.0503,199.1672,y,3.0995,,,,,,,,,,,,,,,,,,,,,,
,,,,,A09POSTTR,2025-02-11_12h44.48.092,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.1754,206.5848,2,1,2.382200005,,0,0,0,0,1,1) ¿Cuánto tiempo ha vivido Juli en España?,1. Dos años,2. Trece años,3. Tres años,2,,,,,
,,,,,A09POSTTR,2025-02-11_12h44.48.092,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.587,219.9841,1,1,8.3545,,0,1,1,1,1,2) ¿En dónde vivían inicialmente Juli y su familia?,1. Caravanas,2. Hostales,3. Hoteles,1,,,,,
,,,,,A09POSTTR,2025-02-11_12h44.48.092,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.9865,228.8843,2,1,3.855099998,,0,2,2,2,1,3) ¿De qué trabajan Juli y su esposo?,1. Rescatistas de montaña,2. Instructores de esquí,3. Guías turísticos de montaña,2,,,,,
,,,,,A09POSTTR,2025-02-11_12h44.48.092,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.8868,235.4512,1,1,1.532799995,,0,3,3,3,1,4) ¿Cómo describe Juli el esquí?,1. Una forma de meditación,2. Solo un poco más difícil que caminar,3. Como volar,1,,,,,
,,,,,A09POSTTR,2025-02-11_12h44.48.092,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.4535,243.7516,2,0,3.2675,,0,4,4,4,1,5) ¿Qué pasatiempo tiene Juli?,1. Tejer,2. Dibujar,3. Bordar,1,,,,,
,,,,,A09POSTTR,2025-02-11_12h44.48.092,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.7521,246.0852,space,0.812200005,
