instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000199997,23.9737,space,23.95610001,,J04POSTTR,2025-02-26_15h52.54.107,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J04POSTTR,2025-02-26_15h52.54.107,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,23.974,27.3227,k,3.330099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J04POSTTR,2025-02-26_15h52.54.107,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,27.337,206.9797,l,99.6309,,0,0,0,0,1,texto2.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J04POSTTR,2025-02-26_15h52.54.107,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,206.9804,210.6802,j,3.673300003,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,J04POSTTR,2025-02-26_15h52.54.107,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,210.6804,214.6466,y,3.935800003,,,,,,,,,,,,,,,,,,,,,,
,,,,,J04POSTTR,2025-02-26_15h52.54.107,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.6543,221.9472,2,1,2.264799995,,0,0,0,0,1,1) ¿Cuánto tiempo ha vivido Juli en España?,1. Dos años,2. Trece años,3. Tres años,2,,,,,
,,,,,J04POSTTR,2025-02-26_15h52.54.107,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.9495,229.6968,1,1,2.709,,0,1,1,1,1,2) ¿En dónde vivían inicialmente Juli y su familia?,1. Caravanas,2. Hostales,3. Hoteles,1,,,,,
,,,,,J04POSTTR,2025-02-26_15h52.54.107,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.6984,238.7976,2,1,4.067699997,,0,2,2,2,1,3) ¿De qué trabajan Juli y su esposo?,1. Rescatistas de montaña,2. Instructores de esquí,3. Guías turísticos de montaña,2,,,,,
,,,,,J04POSTTR,2025-02-26_15h52.54.107,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.8005,246.2308,1,1,2.400400002,,0,3,3,3,1,4) ¿Cómo describe Juli el esquí?,1. Una forma de meditación,2. Solo un poco más difícil que caminar,3. Como volar,1,,,,,
,,,,,J04POSTTR,2025-02-26_15h52.54.107,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.233,254.9811,1,1,3.717599998,,0,4,4,4,1,5) ¿Qué pasatiempo tiene Juli?,1. Tejer,2. Dibujar,3. Bordar,1,,,,,
,,,,,J04POSTTR,2025-02-26_15h52.54.107,listening2_tdcs_post,2024.2.2,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.9815,258.4816,space,1.966200005,
