instructions.started,instructions.stopped,responseinstructions.keys,responseinstructions.rt,responseinstructions.duration,participant,date,expName,psychopyVersion,OS,frameRate,RUReady.started,RUReady.stopped,responseready.keys,responseready.rt,responseready.duration,Audio.started,Audio.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audiolistening,corrans,instructions_2.started,instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions_3.started,instructions_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,questionslistening.started,questionslistening.stopped,respuestaquestions.keys,respuestaquestions.corr,respuestaquestions.rt,respuestaquestions.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,questions,option1,option2,option3,CorrAns,Thanks_2.started,Thanks_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration
0.000200005,4.826700005,space,4.816100006,,B10POSTTR,2025-02-17_08h53.24.704,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B10POSTTR,2025-02-17_08h53.24.704,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,4.827100006,7.743200005,k,2.890699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B10POSTTR,2025-02-17_08h53.24.704,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,7.765200005,188.0327,l,100.2478,,0,0,0,0,1,texto2.wav,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B10POSTTR,2025-02-17_08h53.24.704,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,188.0336,192.5164,j,4.459300003,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B10POSTTR,2025-02-17_08h53.24.704,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,192.5166,195.2996,y,2.752799995,,,,,,,,,,,,,,,,,,,,,,
,,,,,B10POSTTR,2025-02-17_08h53.24.704,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.3089,207.3337,2,1,6.998400002,,0,0,0,0,1,1) ¿Cuánto tiempo ha vivido Juli en España?,1. Dos años,2. Trece años,3. Tres años,2,,,,,
,,,,,B10POSTTR,2025-02-17_08h53.24.704,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.3362,217.617,3,1,5.241900002,,0,1,1,1,1,2) ¿En dónde vivían inicialmente Juli y su familia?,1. Caravanas,2. Hostales,3. Hoteles,1,,,,,
,,,,,B10POSTTR,2025-02-17_08h53.24.704,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.6201,226.8837,3,1,4.221099998,,0,2,2,2,1,3) ¿De qué trabajan Juli y su esposo?,1. Rescatistas de montaña,2. Instructores de esquí,3. Guías turísticos de montaña,2,,,,,
,,,,,B10POSTTR,2025-02-17_08h53.24.704,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.8863,237.4013,1,1,5.484400002,,0,3,3,3,1,4) ¿Cómo describe Juli el esquí?,1. Una forma de meditación,2. Solo un poco más difícil que caminar,3. Como volar,1,,,,,
,,,,,B10POSTTR,2025-02-17_08h53.24.704,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.4036,247.5345,2,0,5.099800003,,0,4,4,4,1,5) ¿Qué pasatiempo tiene Juli?,1. Tejer,2. Dibujar,3. Bordar,1,,,,,
,,,,,B10POSTTR,2025-02-17_08h53.24.704,listening2_tdcs_post,2024.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.5348,249.5349,space,0.467,
